Date (d/m/y),Time,Coin,Quantity,Old value,New value,Avg ppc,Curr ppc
04/03/2021,16:45:59,NMR,0.07442389999999999,3.0,2.933152136594988,40.3096317,39.41142746610952
04/03/2021,16:45:59,NU,3.7644581,2.99,2.540874921054552,0.794271,0.67496432515866
04/03/2021,16:45:59,USDC,1.850283,1.85,1.850565607515673,1.0,1.00015273745458
04/03/2021,16:45:59,XLM,30.9688167,16.28,12.61133360585804,0.5276735176904176,0.40722684783297
04/03/2021,16:51:09,ALGO,14.227869299999998,16.16,15.471306308235585,1.1605617456683168,1.08739446378212
04/03/2021,16:51:09,BAT,43.2665957,22.52,29.754517349837645,0.5234065263765543,0.68770183714356
04/03/2021,16:51:09,BTC,0.0005118000000000001,26.21,24.74717123473204,51196.03680970855,48353.206789238044
04/03/2021,16:51:09,ETH,0.036551,56.39,56.02942718007166,1561.1774313333394,1532.9109239164914
04/03/2021,16:51:09,NMR,0.07442389999999999,3.0,2.9353831306482543,40.309631700000004,39.441404315660094
04/03/2021,16:51:09,NU,3.7644580999999997,2.99,2.552423190028328,0.794271,0.67803203601292
04/03/2021,16:51:09,USDC,1.8502830000000001,1.85,1.8507081978726407,1.0,1.00022980153449
04/03/2021,16:51:09,XLM,30.9688167,16.28,12.648419585274114,0.5276735176904176,0.408424374357
04/03/2021,16:51:09,ALGO,14.227869299999998,16.16,15.471306308235585,1.1605617456683168,1.08739446378212
04/03/2021,16:51:09,BAT,43.2665957,22.52,29.754517349837645,0.5234065263765543,0.68770183714356
04/03/2021,16:51:09,BTC,0.0005118000000000001,26.21,24.74717123473204,51196.03680970855,48353.206789238044
04/03/2021,16:51:09,ETH,0.036551,56.39,56.02942718007166,1561.1774313333394,1532.9109239164914
04/03/2021,16:51:09,NMR,0.07442389999999999,3.0,2.9353831306482543,40.3096317,39.441404315660094
04/03/2021,16:51:09,NU,3.7644581,2.99,2.552423190028328,0.794271,0.67803203601292
04/03/2021,16:51:09,USDC,1.850283,1.85,1.8507081978726407,1.0,1.00022980153449
04/03/2021,16:51:09,XLM,30.9688167,16.28,12.648419585274114,0.5276735176904176,0.408424374357
04/03/2021,16:53:14,ALGO,14.227869299999998,16.16,15.479140378439364,1.1605617456683168,1.08794507821627
04/03/2021,16:53:14,BAT,43.2665957,22.52,29.694716373113604,0.5234065263765543,0.6863196859537901
04/03/2021,16:53:14,BTC,0.0005118000000000001,26.21,24.73162087390915,51196.03680970855,48322.82312213588
04/03/2021,16:53:14,ETH,0.036551,56.39,55.99996144142681,1561.1774313333394,1532.104769812777
04/03/2021,16:53:14,NMR,0.07442389999999999,3.0,2.9331092500018108,40.309631700000004,39.41085121851732
04/03/2021,16:53:14,NU,3.7644580999999997,2.99,2.553550748294306,0.794271,0.67833156339137
04/03/2021,16:53:14,USDC,1.8502830000000001,1.85,1.8506222089716517,1.0,1.00018332815664
04/03/2021,16:53:14,XLM,30.9688167,16.28,12.6498597066118,0.5276735176904176,0.40847087666129
04/03/2021,16:53:15,ALGO,14.227869299999998,16.16,15.479140378439364,1.1605617456683168,1.08794507821627
04/03/2021,16:53:15,BAT,43.2665957,22.52,29.694716373113604,0.5234065263765543,0.6863196859537901
04/03/2021,16:53:15,BTC,0.0005118000000000001,26.21,24.73162087390915,51196.03680970855,48322.82312213588
04/03/2021,16:53:15,ETH,0.036551,56.39,55.99996144142681,1561.1774313333394,1532.104769812777
04/03/2021,16:53:15,NMR,0.07442389999999999,3.0,2.9331092500018108,40.3096317,39.41085121851732
04/03/2021,16:53:15,NU,3.7644581,2.99,2.553550748294306,0.794271,0.67833156339137
04/03/2021,16:53:15,USDC,1.850283,1.85,1.850622208971652,1.0,1.0001833281566401
04/03/2021,16:53:15,XLM,30.9688167,16.28,12.6498597066118,0.5276735176904176,0.40847087666129
04/03/2021,16:54:06,ALGO,14.227869299999998,16.16,15.479140378439364,1.1605617456683168,1.08794507821627
04/03/2021,16:54:06,BAT,43.2665957,22.52,29.694716373113604,0.5234065263765543,0.6863196859537901
04/03/2021,16:54:06,BTC,0.0005118000000000001,26.21,24.73162087390915,51196.03680970855,48322.82312213588
04/03/2021,16:54:06,ETH,0.036551,56.39,55.99996144142681,1561.1774313333394,1532.104769812777
04/03/2021,16:54:06,NMR,0.07442389999999999,3.0,2.9331092500018108,40.309631700000004,39.41085121851732
04/03/2021,16:54:06,NU,3.7644580999999997,2.99,2.553550748294306,0.794271,0.67833156339137
04/03/2021,16:54:06,USDC,1.8502830000000001,1.85,1.8506222089716517,1.0,1.00018332815664
04/03/2021,16:54:06,XLM,30.9688167,16.28,12.6498597066118,0.5276735176904176,0.40847087666129
04/03/2021,16:55:11,ALGO,14.227869299999998,16.16,15.478188613686294,1.1605617456683168,1.08787818381817
04/03/2021,16:55:11,BAT,43.2665957,22.52,29.69943550085627,0.5234065263765543,0.68642875688175
04/03/2021,16:55:11,BTC,0.0005118000000000001,26.21,24.731190310794002,51196.03680970855,48321.981849929645
04/03/2021,16:55:11,ETH,0.036551,56.39,56.00677150616458,1561.1774313333394,1532.2910865958409
04/03/2021,16:55:11,NMR,0.07442389999999999,3.0,2.9327284130557016,40.3096317,39.40573408616993
04/03/2021,16:55:11,NU,3.7644581,2.99,2.553017094090618,0.794271,0.6781898021631899
04/03/2021,16:55:11,USDC,1.850283,1.85,1.8507079404715567,1.0,1.00022966242005
04/03/2021,16:55:11,XLM,30.9688167,16.28,12.646642001303176,0.5276735176904176,0.4083669752000301
04/03/2021,16:55:12,ALGO,14.227869299999998,16.16,15.478188613686294,1.1605617456683168,1.08787818381817
04/03/2021,16:55:12,BAT,43.2665957,22.52,29.69943550085627,0.5234065263765543,0.68642875688175
04/03/2021,16:55:12,BTC,0.0005118000000000001,26.21,24.731190310794002,51196.03680970855,48321.981849929645
04/03/2021,16:55:12,ETH,0.036551,56.39,56.00677150616458,1561.1774313333394,1532.2910865958409
04/03/2021,16:55:12,NMR,0.07442389999999999,3.0,2.9327284130557016,40.309631700000004,39.40573408616993
04/03/2021,16:55:12,NU,3.7644580999999997,2.99,2.553017094090618,0.794271,0.6781898021631899
04/03/2021,16:55:12,USDC,1.8502830000000001,1.85,1.8507079404715567,1.0,1.00022966242005
04/03/2021,16:55:12,XLM,30.9688167,16.28,12.646642001303176,0.5276735176904176,0.4083669752000301
04/03/2021,16:56:52,ALGO,14.227869299999998,16.16,15.473344023339104,1.1605617456683168,1.0875376837583899
04/03/2021,16:56:52,BAT,43.2665957,22.52,29.754319347381948,0.5234065263765543,0.6876972608081099
04/03/2021,16:56:52,BTC,0.0005118000000000001,26.21,24.731190310794002,51196.03680970855,48321.981849929645
04/03/2021,16:56:52,ETH,0.036551,56.39,56.017294433911026,1561.1774313333394,1532.5789837189413
04/03/2021,16:56:52,NMR,0.07442389999999999,3.0,2.9315066622179105,40.3096317,39.38931797739585
04/03/2021,16:56:52,NU,3.7644581,2.99,2.553894358917841,0.794271,0.6784228409708799
04/03/2021,16:56:52,USDC,1.850283,1.85,1.8507078421693892,1.0,1.00022960929187
04/03/2021,16:56:52,XLM,30.9688167,16.28,12.65079678789084,0.5276735176904176,0.40850113552743
04/03/2021,16:56:52,ALGO,14.227869299999998,16.16,15.473344023339106,1.1605617456683168,1.08753768375839
04/03/2021,16:56:52,BAT,43.266595699999996,22.52,29.754319347381948,0.5234065263765543,0.68769726080811
04/03/2021,16:56:52,BTC,0.0005118000000000001,26.209999999999997,24.731190310794,51196.036809708545,48321.98184992965
04/03/2021,16:56:52,ETH,0.036551,56.39,56.01729443391102,1561.1774313333394,1532.5789837189411
04/03/2021,16:56:52,NMR,0.07442389999999999,3.0,2.93150666221791,40.309631700000004,39.38931797739584
04/03/2021,16:56:52,NU,3.7644580999999997,2.99,2.553894358917841,0.794271,0.67842284097088
04/03/2021,16:56:52,USDC,1.8502830000000001,1.85,1.8507078421693894,1.0,1.00022960929187
04/03/2021,16:56:52,XLM,30.9688167,16.28,12.650796787890839,0.5276735176904176,0.40850113552743
